06:32:20 | INFO     | TestChallengingDom   | Verify cell content per column. browser=firefox test_name=test_cells_content_per_column_2_Dolor
06:32:20 | INFO     | MainPage             | Waiting for page to load with indicator '{'selector': 'h1.heading', 'by': 'css selector'}' for 10s. browser=firefox page=MainPage test_name=test_cells_content_per_column_2_Dolor
06:32:20 | INFO     | MainPage             | Page loaded successfully with indicator '{'selector': 'h1.heading', 'by': 'css selector'}'. browser=firefox page=MainPage test_name=test_cells_content_per_column_2_Dolor
06:32:20 | INFO     | MainPage             | Navigating to Challenging DOM page. browser=firefox page=MainPage test_name=test_cells_content_per_column_2_Dolor
06:32:20 | INFO     | ChallengingDomPage   | Waiting for page to load with indicator '{'selector': 'div.example h3', 'by': 'css selector'}' for 10s. browser=firefox page=ChallengingDomPage test_name=test_cells_content_per_column_2_Dolor
06:32:20 | INFO     | ChallengingDomPage   | Page loaded successfully with indicator '{'selector': 'div.example h3', 'by': 'css selector'}'. browser=firefox page=ChallengingDomPage test_name=test_cells_content_per_column_2_Dolor
06:32:20 | INFO     | TestChallengingDom   | Getting table cell 'Adipisci' text under column 'Dolor'. browser=firefox test_name=test_cells_content_per_column_2_Dolor
06:32:20 | INFO     | TestChallengingDom   | Getting table cell 'Adipisci' text under column 'Dolor'. browser=firefox test_name=test_cells_content_per_column_2_Dolor
06:32:21 | INFO     | TestChallengingDom   | Getting table cell 'Adipisci' text under column 'Dolor'. browser=firefox test_name=test_cells_content_per_column_2_Dolor
