15:57:12 | INFO | TestNotificationMessages:test_notification_messages.py:56 | Test that repeated clicks on 'Click here' continue to produce valid flash messages.
15:57:12 | INFO | MainPage:base_page.py:82 | Waiting for page to load with indicator '{'selector': 'h1.heading', 'by': 'css selector'}' for 10s.
15:57:12 | INFO | MainPage:base_page.py:84 | Page loaded successfully with indicator '{'selector': 'h1.heading', 'by': 'css selector'}'.
15:57:12 | INFO | MainPage:main_page.py:288 | Navigating to Notification Messages page.
15:57:14 | INFO | NotificationMessagesPage:base_page.py:82 | Waiting for page to load with indicator '{'selector': '.example h3', 'by': 'css selector'}' for 10s.
15:57:14 | INFO | NotificationMessagesPage:base_page.py:84 | Page loaded successfully with indicator '{'selector': '.example h3', 'by': 'css selector'}'.
15:57:15 | INFO | NotificationMessageRenderedPage:base_page.py:82 | Waiting for page to load with indicator '{'selector': '.example h3', 'by': 'css selector'}' for 10s.
15:57:15 | INFO | NotificationMessageRenderedPage:base_page.py:84 | Page loaded successfully with indicator '{'selector': '.example h3', 'by': 'css selector'}'.
15:57:15 | INFO | NotificationMessageRenderedPage:base_page.py:82 | Waiting for page to load with indicator '{'selector': '.example h3', 'by': 'css selector'}' for 10s.
15:57:15 | INFO | NotificationMessageRenderedPage:base_page.py:84 | Page loaded successfully with indicator '{'selector': '.example h3', 'by': 'css selector'}'.
